ID,Name,Station,Latitude,Longitude,Elevation,Depth,Avg_Depth,Beginning_Year,Ending_Year,Missing_Years,Percentage_Missing_Values,Number_of_Full_Years,Filename
1904,WSMN-6,WSMN,52.41389,-4.04306,128,0.1-0.1,0.1,2011,2016,NA,0,6,/home/xosto002/Beachelor_thesis/WEGENERNET/85/WEGENERNET_WEGENERNET_85_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1912,BatlliudeSort,XMS-CAT,42.42841,1.1244,890,0.05-0.05,0.05,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/WSMN/WSMN-6/WSMN_WSMN_WSMN-6_sm_0.100000_0.100000_CS615_19500101_20241016.stm
1913,BatlliudeSort,XMS-CAT,42.42841,1.1244,890,0.2-0.2,0.2,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/WSMN/WSMN-7/WSMN_WSMN_WSMN-7_sm_0.100000_0.100000_CS616-A_19500101_20241016.stm
1914,BatlliudeSort,XMS-CAT,42.42841,1.1244,890,0.5-0.5,0.5,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/WSMN/WSMN-7/WSMN_WSMN_WSMN-7_sm_0.100000_0.100000_CS616-B_19500101_20241016.stm
1923,CamidelsNerets,XMS-CAT,42.1554,0.9255,487,0.05-0.05,0.05,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/Bolvir/XMS-CAT_XMS-CAT_Bolvir_sm_0.050000_0.050000_CS655_19500101_20241016.stm
1924,CamidelsNerets,XMS-CAT,42.1554,0.9255,487,0.2-0.2,0.2,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Bolvir/XMS-CAT_XMS-CAT_Bolvir_sm_0.200000_0.200000_CS655_19500101_20241016.stm
1925,CamidelsNerets,XMS-CAT,42.1554,0.9255,487,0.5-0.5,0.5,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Bolvir/XMS-CAT_XMS-CAT_Bolvir_sm_0.500000_0.500000_CS655_19500101_20241016.stm
1926,CamidelsNerets,XMS-CAT,42.1554,0.9255,487,1-Jan,1,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Bolvir/XMS-CAT_XMS-CAT_Bolvir_sm_1.000000_1.000000_CS655_19500101_20241016.stm
1977,LosCoscolls,XMS-CAT,42.14571,0.98318,560,0.05-0.05,0.05,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/LaCultiadAreu/XMS-CAT_XMS-CAT_LaCultiadAreu_sm_0.050000_0.050000_CS655_19500101_20241016.stm
1978,LosCoscolls,XMS-CAT,42.14571,0.98318,560,0.2-0.2,0.2,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/LaCultiadAreu/XMS-CAT_XMS-CAT_LaCultiadAreu_sm_0.200000_0.200000_CS655_19500101_20241016.stm
1979,LosCoscolls,XMS-CAT,42.14571,0.98318,560,0.5-0.5,0.5,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/LaCultiadAreu/XMS-CAT_XMS-CAT_LaCultiadAreu_sm_0.500000_0.500000_CS655_19500101_20241016.stm
1980,LosCoscolls,XMS-CAT,42.14571,0.98318,560,1-Jan,1,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/LaCultiadAreu/XMS-CAT_XMS-CAT_LaCultiadAreu_sm_1.000000_1.000000_CS655_19500101_20241016.stm
1981,Pessonada,XMS-CAT,42.218,1.0196,911,0.05-0.05,0.05,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/Llivia/XMS-CAT_XMS-CAT_Llivia_sm_0.050000_0.050000_CS655_19500101_20241016.stm
1982,Pessonada,XMS-CAT,42.218,1.0196,911,0.2-0.2,0.2,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Llivia/XMS-CAT_XMS-CAT_Llivia_sm_0.200000_0.200000_CS655_19500101_20241016.stm
1983,Pessonada,XMS-CAT,42.218,1.0196,911,0.5-0.5,0.5,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Llivia/XMS-CAT_XMS-CAT_Llivia_sm_0.500000_0.500000_CS655_19500101_20241016.stm
1984,Pessonada,XMS-CAT,42.218,1.0196,911,1-Jan,1,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Llivia/XMS-CAT_XMS-CAT_Llivia_sm_0.700000_0.700000_CS655_19500101_20241016.stm
1989,SerradeCostaAmpla,XMS-CAT,42.2112,0.8939,922,0.05-0.05,0.05,2017,2023,NA,0,7,/home/xosto002/Beachelor_thesis/XMS-CAT/Pessonada/XMS-CAT_XMS-CAT_Pessonada_sm_0.050000_0.050000_CS655_19500101_20241016.stm
1990,SerradeCostaAmpla,XMS-CAT,42.2112,0.8939,922,0.2-0.2,0.2,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Pessonada/XMS-CAT_XMS-CAT_Pessonada_sm_0.200000_0.200000_CS655_19500101_20241016.stm
1991,SerradeCostaAmpla,XMS-CAT,42.2112,0.8939,922,0.5-0.5,0.5,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Pessonada/XMS-CAT_XMS-CAT_Pessonada_sm_0.500000_0.500000_CS655_19500101_20241016.stm
1992,SerradeCostaAmpla,XMS-CAT,42.2112,0.8939,922,1-Jan,1,2016,2023,NA,0,8,/home/xosto002/Beachelor_thesis/XMS-CAT/Pessonada/XMS-CAT_XMS-CAT_Pessonada_sm_1.000000_1.000000_CS655_19500101_20241016.stm
